"","Name","is_w","is_u","is_b","is_r","is_g","is_a","is_l"
"8762","Sea Monster","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8763","Search for Azcanta","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8764","Search for Survivors","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8765","Searchlight Geist","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8766","Search Warrant","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8767","Searing Blood","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8768","Searing Flesh","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8769","Searing Light","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8770","Searing Meditation","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8771","Searing Rays","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8772","Searing Spear","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8773","Searing Spear Askari","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8774","Searing Wind","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8775","Seascape Aerialist","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8776","Sea's Claim","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8777","Sea Serpent","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8778","Seashell Cameo","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8779","Seaside Citadel","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"8780","Sea Snidd","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8781","Seasoned Marshal","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8782","Seasoned Tactician","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8783","Seasons Past","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8784","Sea Spirit","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8785","Sea Sprite","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8786","Seat of the Synod","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"8787","Sea Troll","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8788","Secluded Glen","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"8789","Second Chance","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8790","Second Guess","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8791","Second Harvest","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8792","Second Sunrise","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8793","Second Thoughts","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8794","Second Wind","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8795","Secret Base","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"8796","Secretkeeper","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8797","Secret Plans","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8798","Secret Salvage","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8799","Secrets of the Dead","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8800","Secrets of the Golden City","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8801","Secure the Wastes","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8802","Sedge Scorpion","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8803","Sedge Sliver","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"8804","Sedge Troll","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"8805","Sedraxis Alchemist","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8806","Sedris, the Traitor King","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"8807","See Beyond","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8808","Seedborn Muse","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8809","Seedcradle Witch","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8810","Seed Guardian","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8811","Seedguide Ash","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8812","Seeds of Innocence","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8813","Seeds of Strength","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8814","Seed Spark","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8815","Seed the Land","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8816","Seedtime","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8817","Seeker of Insight","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8818","Seeker of Skybreak","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8819","Seeker of the Way","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8820","Seekers' Squire","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8821","Seek the Horizon","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8822","Seek the Wilds","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8823","Seer of the Last Tomorrow","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8824","Seer's Lantern","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8825","Seer's Sundial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8826","Seething Pathblazer","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8827","Seething Song","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8828","Segmented Krotiq","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8829","Segmented Wurm","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"8830","Segovian Leviathan","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8831","Seismic Assault","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8832","Seismic Elemental","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8833","Seismic Mage","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8834","Seismic Rupture","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8835","Seismic Shift","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8836","Seismic Shudder","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8837","Seismic Spike","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8838","Seismic Stomp","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8839","Seismic Strike","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8840","Seizan, Perverter of Truth","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8841","Seize the Initiative","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8842","Seizures","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8843","Sek'Kuar, Deathkeeper","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"8844","Selective Memory","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8845","Selenia, Dark Angel","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8846","Selesnya Cluestone","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"8847","Selesnya Evangel","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8848","Selesnya Guildgate","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"8849","Selesnya Keyrune","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"8850","Selesnya Sagittars","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8851","Selesnya Sentry","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8852","Selesnya Signet","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"8853","Self-Assembler","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8854","Selfie Preservation","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8855","Self-Inflicted Wound","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8856","Selfless Cathar","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8857","Selfless Spirit","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8858","Selhoff Occultist","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8859","Seller of Songbirds","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8860","Sell-Sword Brute","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8861","Selvala, Explorer Returned","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8862","Selvala's Charge","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8863","Semblance Anvil","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8864","Sengir Autocrat","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8865","Sengir Bats","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8866","Sengir Vampire","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8867","Sensation Gorger","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8868","Sensor Splicer","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8869","Sensory Deprivation","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8870","Sentinel Dispatch","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8871","Sentinel of the Eternal Watch","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8872","Sentinel Sliver","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8873","Sentinels of Glen Elendra","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8874","Sentinel Spider","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8875","Sen Triplets","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"8876","Sentry of the Underworld","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8877","Separatist Voidmage","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8878","Seraph of Dawn","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8879","Seraph of the Suns","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8880","Seraph of the Sword","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8881","Serendib Efreet","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8882","Serendib Sorcerer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8883","Serene Heart","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8884","Serene Master","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8885","Serene Offering","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8886","Serene Remembrance","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8887","Serene Steward","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8888","Serene Sunset","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8889","Serenity","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8890","Sergeant-at-Arms","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8891","Serpentine Kavu","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"8892","Serpent's Gift","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8893","Serpent Warrior","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8894","Serra Advocate","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8895","Serra Angel","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8896","Serra Ascendant","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8897","Serra Avatar","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8898","Serra Avenger","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8899","Serra Aviary","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8900","Serra Disciple","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8901","Serra Paladin","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8902","Serra's Blessing","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8903","Serra's Boon","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8904","Serra's Embrace","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8905","Serra Sphinx","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8906","Serra's Sanctum","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"8907","Serrated Biskelion","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8908","Serra Zealot","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8909","Serum Raker","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8910","Serum Visions","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8911","Servant of Nefarox","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8912","Servant of the Conduit","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8913","Servant of Tymaret","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8914","Servant of Volrath","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8915","Servo Exhibition","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8916","Servo Schematic","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8917","Seshiro the Anointed","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8918","Set Adrift","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8919","Setessan Battle Priest","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8920","Setessan Griffin","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8921","Setessan Oathsworn","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8922","Setessan Starbreaker","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8923","Seton, Krosan Protector","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8924","Settle the Score","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8925","Severed Legion","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8926","Sever Soul","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8927","Sewerdreg","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8928","Sewer Rats","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8929","Sewn-Eye Drake","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"8930","Shackles","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8931","Shade's Breath","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8932","Shadowbane","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8933","Shadowblood Egg","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"8934","Shadowblood Ridge","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"8935","Shadowcloak Vampire","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8936","Shadowfeed","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8937","Shadow Glider","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8938","Shadow Guildmage","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"8939","Shadow Lance","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8940","Shadow of Doubt","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8941","Shadow of the Grave","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8942","Shadow Rider","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8943","Shadow Sliver","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8944","Shadowstorm","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8945","Shadowstorm Vizier","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8946","Shake the Foundations","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8947","Shaleskin Bruiser","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8948","Shallow Grave","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8949","Shamanic Revelation","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8950","Shaman of Spring","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8951","Shaman of the Pack","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"8952","Shamble Back","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8953","Shambling Attendants","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8954","Shambling Ghoul","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8955","Shambling Goblin","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8956","Shambling Strider","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"8957","Shambling Swarm","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8958","Shanna, Sisay's Legacy","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8959","Shanodin Dryads","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8960","Shaper Apprentice","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8961","Shaper Guildmage","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8962","Shapers of Nature","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8963","Shapers' Sanctuary","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8964","Shapesharer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8965","Shapeshifter","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8966","Shape Stealer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8967","Shape the Sands","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8968","Shard Convergence","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8969","Sharding Sphinx","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8970","Shard Volley","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8971","Shared Animosity","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8972","Shared Discovery","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8973","Shared Triumph","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8974","Sharpened Pitchfork","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8975","Sharuum the Hegemon","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"8976","Shatter","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8977","Shattered Angel","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8978","Shattered Crypt","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8979","Shattered Dreams","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8980","Shattered Perception","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8981","Shattering Blow","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8982","Shatterskull Giant","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8983","Shatterskull Recruit","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8984","Shatterstorm","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"8985","Shauku's Minion","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"8986","Shed Weakness","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8987","Shelkin Brownie","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8988","Shell Skulkin","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"8989","Shelter","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8990","Sheltered Aerie","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"8991","Sheltering Light","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8992","Sheltering Prayers","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8993","Shepherd of Rot","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"8994","Shepherd of the Lost","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8995","Shield Bearer","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8996","Shield Dancer","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8997","Shielded Aether Thief","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8998","Shielded Passage","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"8999","Shieldmage Advocate","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9000","Shieldmage Elder","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9001","Shield Mate","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9002","Shieldmate's Blessing","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9003","Shield of Duty and Reason","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9004","Shield of the Ages","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"9005","Shield of the Avatar","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"9006","Shield of the Realm","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"9007","Shields of Velis Vel","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9008","Shield Sphere","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"9009","Shield Wall","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9010","Shifting Loyalties","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9011","Shifting Sky","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9012","Shifting Sliver","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9013","Shifting Wall","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"9014","Shimatsu the Bloodcloaked","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9015","Shimian Night Stalker","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"9016","Shimmer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9017","Shimmering Efreet","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9018","Shimmering Glasskite","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9019","Shimmering Grotto","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"9020","Shimmering Mirage","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9021","Shimmering Wings","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9022","Shimmer Myr","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"9023","Shimmerscale Drake","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9024","Shining Aerosaur","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9025","Shinka Gatekeeper","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9026","Shinka, the Bloodsoaked Keep","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"9027","Shipwreck Looter","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9028","Shipwreck Moray","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9029","Shipwreck Singer","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"9030","Shivan Dragon","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9031","Shivan Fire","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9032","Shivan Gorge","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"9033","Shivan Harvest","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9034","Shivan Hellkite","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9035","Shivan Oasis","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"9036","Shivan Phoenix","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9037","Shivan Wumpus","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9038","Shivan Zombie","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"9039","Shiv's Embrace","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9040","Shizo, Death's Storehouse","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"9041","Shoal Serpent","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"9042","Shock","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9043","Shockmaw Dragon","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9044","Shock Troops","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"9045","Shoe Tree","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
